,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"5,9",['Patrick Perez Vidauri'],DESCONOCIDO,"This summer, Beetle, Sharky and Joker are on a quest to become men, but it's going to take a lot of guts, money and some fake ID's because Lola's Love Shack is their last stop for losing it.",1h 33min,Lola's Love Shack
1,"5,3",['Lynn Shelton'],['Lynn Shelton'],"A massage therapist is unable to do her job when stricken with a mysterious and sudden aversion to bodily contact. Meanwhile, her uptight brother's floundering dental practice receives new life when clients seek out his healing touch.",1h 28min,Manos mágicas
2,--,"['Darik Datta', 'Neil Evenson']",DESCONOCIDO,A hilarious behind the scenes look at the second largest comedy festival in Canada. See the chaos and conflict and meet the personalities behind the microphone in this laugh filled joy ride into insanity.,1h 27min,Squirrel Chasing
3,"5,9",['Ken Kwek'],['Ken Kwek'],A kindergarten principal finds a series of morbid cartoons drawn by a docile pupil. A porn actor struggles to rise to the occasion while filming his first porno. A middle-aged nightclub bouncer faces off with a rebellious teenage stripper. Director Ken Kwek tells three iconoclastic stories in a short film that pitches political correctness out the window of Singapore ... Leer todo,46min,Sex.Violence.FamilyValues.
4,"5,1",['Geir Vegar Hoel'],"['Stig Frode Henriksen', 'Tommy Wirkola']","Jompa Tormann is back, and everything is better, except the humor, which is even worse than in the first movie of vengeance.",1h 28min,Kill Buljo 2
5,--,['Scot Weaver'],['Jk Stone'],Newhighers is a comedy about two roommates and their loss and pursuit of employment. NEWHIGHERS is a double edge sword. On one edge it's about two roommates and several others being given employment under false pretenses. And on the other edge it's about the total embracement of the weed culture.,1h 29min,Newhighers
6,"6,0",['Matthew Perkins'],"['Dugan Bridges', 'Matthew Perkins']","Tired of being overlooked for bigger roles, a struggling dwarf actor sets out to be cast as the Tin Man in Martin Scorsese's remake of The Wizard of Oz.",1h 24min,The Little Tin Man
7,"5,3","['Stewart Alexander', 'Kerry Skinner']",['Stewart Alexander'],"Romance, crisis and adventure on one of London's luscious commons.",1h 29min,Common People
8,"6,5",['Andrew Fierberg'],['Justin McCarthy'],"Two rich kids from Mexico, who came to New York City to party, are caught up in a case of mistaken identity. They end up in the Hamptons after fleeing an INS agent.",1h 30min,El cielo es azul
9,"6,3",['Yoshishige Miyake'],"['Hiro Arikawa', 'Yoshikazu Okada']","Set within the hospitality division of the Kochi Prefecuture, employees attempt to find new ideas to promote tourism in the region. The hospitality division in Kochi Prefecture can't promote the beautiful nature in the area due to a strict rule by the prefecture government. Popular writer and Koichi area native Kyosuke Yoshikado (Kengo Kora) is appointed as a special... Leer todo",2h 3min,Kenchô omotenashi ka
10,"5,5",['Henry Saine'],DESCONOCIDO,"Tras las guerras corporativas, en la era postapocalíptica de los Bounty Killers, los asesinos compiten por fama y dinero.",1h 32min,Bounty Killer
11,"4,0",['Colin Sander'],"['Christian Sander', 'Colin Sander', 'Scott Sander']",Three college freshmen tackle their first semester under the guidance of their legendary stand-in R.A.,1h 23min,Dean Slater: Resident Advisor
12,"6,3",['Nicholas Naylor'],DESCONOCIDO,"Will Travers, The manager of a successful pawnshop has to see if his cheating girlfriend is at it again. But while he is searching for answers he has to entrust his shop to to his team of sarcastic slackers! Watch as they set out to prove that just because they take your crap doesn't mean they will put up with it!",1h 50min,PawnZ
13,"7,1","['Hélène Giraud', 'Thomas Szabo']","['Thomas Szabo', 'Hélène Giraud']",Una mariquita une fuerzas con un escuadrón de hormigas negras para recuperar una caja de lata con deliciosos terrones de azúcar. Un batallón de feroces hormigas rojas ya ha puesto sus ojos en el botín. ¿Quién se impondrá?,1h 29min,Minúsculos: El valle de las hormigas perdidas
14,"5,3",['Prabhu Deva'],DESCONOCIDO,"An aimless ruffian starts working for a drug baron and his mission is to kill the rival, whose niece he eventually falls for.",2h 26min,R... Rajkumar
15,"3,4",['Anil Sunkara'],"['Jayashankarr', 'Upendra Madhav', 'Anil Sunkara']","Bava (Allari Naresh), Ajay (Kick Shyam), Shiva (Vaibhav) and Purush (Raju Sundaram) are thick friends. They grow up together and share everything in life. While Bava is an easy going person, Ajay and Shiva are seen as more mature and responsible people. Purush is a comical flirt. Ajay is all set to marry his sweetheart Shruthi (Sheena), so the four friends decide to c... Leer todo",2h 26min,Action
16,"4,6","['Brian Follmer', 'Jasen Talise']","['Brian Follmer', 'Jasen Talise']",A group of Berkeley students make it rich in the stock market and become the youngest landlords in the city of Berkeley.,1h 41min,Bullish
17,--,"['Jeff Prugh', 'Jason Thompson']","['Jeff Prugh', 'Jason Thompson']","After an uninspired waiter receives a one-month medical leave of absence, his girlfriend gives him those thirty days to figure out his life.",1h 11min,Leave of Absence
18,"6,7",['Maximilian Hult'],['Maximilian Hult'],"Lou mostly keeps to herself, grandmother Frida grieves for her husband's death, Tom isn't good at anything, and Henrik always finds the right book in his second-hand bookshop.",1h 30min,Hemma
19,"5,9",['Yukihiko Tsutsumi'],DESCONOCIDO,"Himawariso is a group home for intellectually disabled persons. Comic book artist Itpon moves in and begins working at the institution with his daughter Mako, who is intellectually disabled. Mako and another resident, Uyan, fall for each other, but father is concerned.",--,Kuchizuke
20,"8,3",['Yôichi Fujita'],DESCONOCIDO,Gintoki travels into the future and discovers it to be a wasteland with his friends fallen apart. He reunites them to find out what went wrong and how to fix things.,1h 50min,Gekijouban Gintama Kanketsu-hen: Yorozuyayo eien nare
21,"4,6",DESCONOCIDO,DESCONOCIDO,"Brad has come to the crossroads in his life. He's 30 years old, lives with his parents and has a dead-end job as a pizza delivery driver. He is disrespected by his parents, his boss, his customers, a hooker, and even his best friend. Throughout the movie Brad undergoes a building psychosis. He feels pathetic, like a disappointment and a complete failure. Brad becomes ... Leer todo",1h 16min,The Pizza Boy
22,"6,5","['Olli Koivula', 'Solvan Naim']",['Solvan Naim'],"A young pizza delivery boy, Anthoni, faces a life-changing crisis when his curiosity pulls him away from his delivery order into an adjacent apartment's open door. He cannot resist the temptation when he stumbles across a large sum of money in the aftermath of what seems to be a drug deal gone bad. After taking the money his life is thrown into turmoil as everyone he ... Leer todo",1h 23min,Full Circle
23,"3,4",['Travis Legge'],"['Kyle Hoskins', 'Travis Legge']",Sasha tries to get her soon-to-be ex husband Kyle laid so she can move on with her sex life guilt-free.,1h 30min,Dry Spell
24,--,['Christopher D. Grace'],['Christopher D. Grace'],"A Dramatic but occasional satiric intersection of diverse intimate relationships, and how the individuals involved juggle life, love, and loathing.",--,Sleeping in Beds
25,"5,0",['Lisa Marie Gamlem'],"['Birgitte Bratseth', 'Anne-Cath Vestly']",A girl has a trouble family when they accidentally miss there truck by a theif. But basically their Grandma comes to them for a visit. They found the car and got it back to there house.,1h 6min,Mormor og de åtte ungene
26,"7,1",['Daniel D.W.'],DESCONOCIDO,"An independent film maker stays with an eccentric artist and his art manager to document their art process, which is both strange and frightening.",1h 40min,Clark: A Gonzomentary
27,"5,5",['Courtney Daniels'],['Courtney Daniels'],"While at a dinner party, four married Los Angeles couples play 'a kissing game,' Seven Minutes in Heaven.",1h 27min,What Other Couples Do
28,--,"['Todd Frugia', 'James Strzelinski']","['Todd Frugia', 'James Strzelinski']",ONE BODY is an existential comedy that follows two members of a religious order that disbands after a doomsday prediction fails to be realized.,1h 1min,One Body
29,"3,2",['Creep Creepersin'],['Creep Creepersin'],"A deformed killer named ForkFace comes back to a town after years of being missing to get vengeance against the townspeople who made him this way the only way he knows how, by forking them all to death.",--,Fork You
30,"7,5",['Eugenio Derbez'],DESCONOCIDO,Un hombre que creó un nueva vida para él y la hija que fue dejada a su puerta seis años atrás ve su familia amenazada por la reaparición de la madre biológica.,1h 55min,No se aceptan devoluciones
31,"7,8","['Edgar Tang', 'Dzul Sungit']",['Edgar Tang'],A spirited cancer survivor goes on a spontaneous search for 'The Berlin Patient' - the first man in the world actually cured of HIV.,1h 13min,I Hugged the Berlin Patient
32,"6,3",['Pavan Moondi'],"['Pavan Moondi', 'Michael Sloane']","Everyday Is Like Sunday is a comedy/drama aiming the lens at post-collegiate characters stuck between their imminently-ending youth and impending adulthood. The film follows Mark, Jason, and Flora, as they realistically attempt to pull themselves out of economic and emotional doldrums.",1h 30min,Everyday Is Like Sunday
33,"5,3",['Herschel Faber'],['Herschel Faber'],Four men share an ex factory loft in LA. Dean is a romantic wannabe screenwriter. The others are cavemen preoccupied with getting laid. Tess is their platonic friend.,1h 28min,Cavemen
34,"6,6",['Jefferson Moore'],DESCONOCIDO,"An arrogant young executive is forced to rely on the assistance of a grizzled, reclusive farmer to get her home in time for the upcoming Easter holiday with her estranged family.",1h 38min,Pieces of Easter
35,"2,8",['Matt Gibson'],['Matt Gibson'],"On September 11, 2001, terrorists attacking the World Trade Center rise from the dead as zombies.",1h 24min,Towers of Terror
36,--,['Jordan Gouveia'],['Jordan Gouveia'],,--,Halfway
37,"2,8",['Dennis Devine'],"['Brandon Benz', 'Dennis Devine', 'Keith Parker']",This movie is a documentary about fat people.,1h 22min,Fat Planet
38,"4,8",['Calvin Lee Reeder'],['Calvin Lee Reeder'],"A quiet drifter leaves prison, finds home on the road.",1h 37min,The Rambler
39,"6,6",['Fred Schepisi'],['Gerald Di Pego'],Un profesor de arte y un profesor de inglés forman una rivalidad que acaba en una competición en su escuela en la que los alumnos deciden si las palabras o las imágenes son más importantes.,1h 51min,Lecciones de amor
40,--,['Jared Vincenti'],['Jared Vincenti'],A halfway-romantic comedy about brain damage and life after college.,1h 24min,Day of Youth
41,"4,5",['Claudio Insegno'],DESCONOCIDO,,1h 30min,Una notte agli studios
